node_id,r_m,z_m,T_K
602,0.0413511894113,-0.0362640198305,526.1269952
603,0.0451103884487,-0.039560748906,465.8462672
604,0.0488695874861,-0.0428574779815,414.8755901
605,0.0526287865235,-0.046154207057,371.1604185
606,0.0563879855609,-0.0494509361325,333.2958358
607,0.0601471845983,-0.052747665208,300.1247424
608,0.0639063836357,-0.0560443942835,300.1056958
609,0.0676655826731,-0.059341123359,300.0644749
610,0.0714247817105,-0.0626378524345,300.0313596
611,0.0751839807479,-0.06593458151,300
612,0.0141421356237,-0.0141421356237,797.6387113
613,0.0176776695297,-0.0176776695297,797.6080052
614,0.0212132034356,-0.0212132034356,797.5074333
615,0.0247487373415,-0.0247487373415,797.3921856
616,0.0282842712475,-0.0282842712475,797.1509706
617,0.0318198051534,-0.0318198051534,686.8494918
618,0.0353553390593,-0.0353553390593,598.3907113
619,0.0388908729653,-0.0388908729653,526.1273352
620,0.0424264068712,-0.0424264068712,465.8450781
621,0.0459619407771,-0.0459619407771,414.8748666
622,0.0494974746831,-0.0494974746831,371.1663661
623,0.053033008589,-0.053033008589,333.2928497
624,0.0565685424949,-0.0565685424949,300.1972325
625,0.0601040764009,-0.0601040764009,300.1039847
626,0.0636396103068,-0.0636396103068,300.0696129
627,0.0671751442127,-0.0671751442127,300.0313482
628,0.0707106781187,-0.0707106781187,300
629,0.013186916302,-0.0150367961496,797.6425948
630,0.0164836453775,-0.018795995187,797.6052159
631,0.019780374453,-0.0225551942244,797.5212562
632,0.0230771035285,-0.0263143932618,797.3800274
633,0.026373832604,-0.0300735922992,797.2471804
634,0.0296705616795,-0.0338327913366,686.8391751
635,0.032967290755,-0.0375919903739,598.4025534
636,0.0362640198305,-0.0413511894113,526.126334
637,0.039560748906,-0.0451103884487,465.8458091
638,0.0428574779815,-0.0488695874861,414.8752889
639,0.046154207057,-0.0526287865235,371.1602367
640,0.0494509361325,-0.0563879855609,333.2957544
641,0.052747665208,-0.0601471845983,300.1247442
642,0.0560443942835,-0.0639063836357,300.105695
643,0.059341123359,-0.0676655826731,300.0644709
644,0.0626378524345,-0.0714247817105,300.0313572
645,0.06593458151,-0.0751839807479,300
646,0.0121752285802,-0.0158670668058,797.6375129
647,0.0152190357252,-0.0198338335073,797.6066752
648,0.0182628428703,-0.0238006002087,797.5058812
649,0.0213066500153,-0.0277673669102,797.3904484
650,0.0243504571603,-0.0317341336116,797.149176
651,0.0273942643054,-0.0357009003131,686.8480877
652,0.0304380714504,-0.0396676670146,598.3896763
653,0.0334818785955,-0.043634433716,526.1266086
654,0.0365256857405,-0.0476012004175,465.8445938
655,0.0395694928856,-0.0515679671189,414.8745631
656,0.0426133000306,-0.0555347338204,371.1661848
657,0.0456571071757,-0.0595015005218,333.2927644
658,0.0487009143207,-0.0634682672233,300.1972263
659,0.0517447214657,-0.0674350339248,300.1039786
660,0.0547885286108,-0.0714018006262,300.0696058
661,0.0578323357558,-0.0753685673277,300.0313476
662,0.0608761429009,-0.0793353340291,300
663,0.0111114046604,-0.0166293922461,797.6413525
664,0.0138892558255,-0.0207867403076,797.6037958
665,0.0166671069906,-0.0249440883691,797.5195276
666,0.0194449581557,-0.0291014364306,797.3779952
667,0.0222228093208,-0.0332587844921,797.2449406
668,0.0250006604859,-0.0374161325536,686.8375096
669,0.027778511651,-0.0415734806151,598.4013775
670,0.0305563628161,-0.0457308286766,526.1255367
671,0.0333342139812,-0.0498881767382,465.8453114
672,0.0361120651463,-0.0540455247997,414.8750036
673,0.0388899163114,-0.0582028728612,371.1600882
674,0.0416677674765,-0.0623602209227,333.2956421
675,0.0444456186416,-0.0665175689842,300.1246718
676,0.0472234698067,-0.0706749170457,300.1056523
677,0.0500013209718,-0.0748322651072,300.064476
678,0.0527791721369,-0.0789896131687,300.0313644
679,0.055557023302,-0.0831469612303,300
680,0.01,-0.0173205080757,797.6362271
681,0.0125,-0.0216506350946,797.6051746
682,0.015,-0.0259807621135,797.5039065
683,0.0175,-0.0303108891325,797.3881073
684,0.02,-0.0346410161514,797.1461753
685,0.0225,-0.0389711431703,686.84615
686,0.025,-0.0433012701892,598.3882998
687,0.0275,-0.0476313972081,526.1257404
688,0.03,-0.0519615242271,465.8440969
689,0.0325,-0.056291651246,414.8743369
690,0.035,-0.0606217782649,371.1661023
691,0.0375,-0.0649519052838,333.2927136
692,0.04,-0.0692820323028,300.1967198
693,0.0425,-0.0736121593217,300.1039689
694,0.045,-0.0779422863406,300.0696484
695,0.0475,-0.0822724133595,300.0313832
696,0.05,-0.0866025403784,300
697,0.00884577380438,-0.0179374548307,797.6400638
698,0.0110572172555,-0.0224218185383,797.6022157
699,0.0132686607066,-0.026906182246,797.5173598
700,0.0154801041577,-0.0313905459536,797.3752263
701,0.0176915476088,-0.0358749096613,797.2418638
702,0.0199029910599,-0.040359273369,686.8352054
703,0.022114434511,-0.0448436370766,598.3998227
704,0.024325877962,-0.0493280007843,526.1245934
705,0.0265373214131,-0.053812364492,465.8448497
706,0.0287487648642,-0.0582967281996,414.8748959
707,0.0309602083153,-0.0627810919073,371.1602191
708,0.0331716517664,-0.067265455615,333.295893
709,0.0353830952175,-0.0717498193226,300.1249644
710,0.0375945386686,-0.0762341830303,300.1059172
711,0.0398059821197,-0.0807185467379,300.0646772
712,0.0420174255708,-0.0852029104456,300.0314683
713,0.0442288690219,-0.0896872741533,300
714,0.0076536686473,-0.0184775906502,797.6349478
715,0.00956708580913,-0.0230969883128,797.603541
716,0.011480502971,-0.0277163859753,797.5014809
717,0.0133939201328,-0.0323357836379,797.3848083
718,0.0153073372946,-0.0369551813005,797.14265
719,0.0172207544564,-0.041574578963,686.8433803
720,0.0191341716183,-0.0461939766256,598.3864817
721,0.0210475887801,-0.0508133742881,526.1247192
722,0.0229610059419,-0.0554327719507,465.8437011
723,0.0248744231037,-0.0600521696132,414.8744126
724,0.0267878402656,-0.0646715672758,371.1665559
725,0.0287012574274,-0.0692909649383,333.293407
726,0.0306146745892,-0.0739103626009,300.1979121
727,0.032528091751,-0.0785297602635,300.10463
728,0.0344415089129,-0.083149157926,300.0700968
729,0.0363549260747,-0.0877685555886,300.0315917
730,0.0382683432365,-0.0923879532511,300
731,0.00642878930606,-0.0189386025899,797.6388164
732,0.00803598663258,-0.0236732532374,797.600567
733,0.00964318395909,-0.0284079038849,797.514637
734,0.0112503812856,-0.0331425545323,797.3711565
735,0.0128575786121,-0.0378772051798,797.2372548
736,0.0144647759386,-0.0426118558273,686.8317215
737,0.0160719732652,-0.0473465064748,598.3976444
738,0.0176791705917,-0.0520811571222,526.1234884
739,0.0192863679182,-0.0568158077697,465.8445494
740,0.0208935652447,-0.0615504584172,414.8752335
741,0.0225007625712,-0.0662851090647,371.1610455
742,0.0241079598977,-0.0710197597121,333.2971257
743,0.0257151572243,-0.0757544103596,300.1262726
744,0.0273223545508,-0.0804890610071,300.107043
745,0.0289295518773,-0.0852237116546,300.0653999
746,0.0305367492038,-0.089958362302,300.0318267
747,0.0321439465303,-0.0946930129495,300
748,0.00517638090205,-0.0193185165258,797.6337695
749,0.00647047612756,-0.0241481456572,797.60193
750,0.00776457135308,-0.0289777747887,797.4985114
751,0.00905866657859,-0.0338074039201,797.3795496
752,0.0103527618041,-0.0386370330516,797.1362802
753,0.0116468570296,-0.043466662183,686.838751
754,0.0129409522551,-0.0482962913145,598.3838565
755,0.0142350474806,-0.0531259204459,526.1235383
756,0.0155291427062,-0.0579555495773,465.8435486
757,0.0168232379317,-0.0627851787088,414.8750829
758,0.0181173331572,-0.0676148078402,371.1680533
759,0.0194114283827,-0.0724444369717,333.2953232
760,0.0207055236082,-0.0772740661031,300.2007896
761,0.0219996188337,-0.0821036952346,300.1063569
762,0.0232937140592,-0.086933324366,300.0713675
763,0.0245878092847,-0.0917629534975,300.0321529
764,0.0258819045103,-0.0965925826289,300
765,0.00390180644032,-0.0196157056081,797.6377582
766,0.0048772580504,-0.0245196320101,797.5990629
767,0.00585270966048,-0.0294235584121,797.511558
768,0.00682816127056,-0.0343274848141,797.3640823
769,0.00780361288065,-0.0392314112161,797.2267836
770,0.00877906449073,-0.0441353376181,686.8252215
771,0.00975451610081,-0.0490392640202,598.3945392
772,0.0107299677109,-0.0539431904222,526.1222589
773,0.011705419321,-0.0588471168242,465.8445455
774,0.012680870931,-0.0637510432262,414.876366
775,0.0136563225411,-0.0686549696282,371.1632357
776,0.0146317741512,-0.0735588960302,333.3003727
777,0.0156072257613,-0.0784628224323,300.129761
778,0.0165826773714,-0.0833667488343,300.1100032
779,0.0175581289815,-0.0882706752363,300.0672446
780,0.0185335805915,-0.0931746016383,300.0327512
781,0.0195090322016,-0.0980785280403,300
782,0.0026105238444,-0.0198288972275,797.6327625
783,0.0032631548055,-0.0247861215343,797.6006764
784,0.0039157857666,-0.0297433458412,797.4951959
785,0.0045684167277,-0.0347005701481,797.370321
786,0.0052210476888,-0.039657794455,797.1151205
787,0.0058736786499,-0.0446150187618,686.8298806
788,0.006526309611,-0.0495722430687,598.3798305
789,0.0071789405721,-0.0545294673756,526.1224817
790,0.0078315715332,-0.0594866916824,465.8436659
791,0.0084842024943,-0.0644439159893,414.8765832
792,0.0091368334554,-0.0694011402962,371.1723082
793,0.0097894644165,-0.074358364603,333.3000425
794,0.0104420953776,-0.0793155889099,300.210655
795,0.0110947263387,-0.0842728132168,300.1106611
796,0.0117473572998,-0.0892300375236,300.0752496
797,0.0123999882609,-0.0941872618305,300.0335003
798,0.013052619222,-0.0991444861374,300
799,0.0013080625846,-0.0199571784648,797.6370995
800,0.00163507823075,-0.024946473081,797.5979236
801,0.0019620938769,-0.0299357676972,797.5076079
802,0.00228910952306,-0.0349250623134,797.3528421
803,0.00261612516921,-0.0399143569295,797.1676829
804,0.00294314081536,-0.0449036515457,686.8125627
805,0.00327015646151,-0.0498929461619,598.3910545
806,0.00359717210766,-0.0548822407781,526.1209104
807,0.00392418775381,-0.0598715353943,465.8448606
808,0.00425120339996,-0.0648608300105,414.8782361
809,0.00457821904611,-0.0698501246267,371.1675376
810,0.00490523469226,-0.0748394192429,333.3131627
811,0.00523225033841,-0.0798287138591,300.1550835
812,0.00555926598456,-0.0848180084753,300.1225898
813,0.00588628163071,-0.0898073030915,300.0717133
814,0.00621329727686,-0.0947965977077,300.034637
815,0.00654031292301,-0.0997858923239,300
816,0,-0.02,797.6228136
817,0,-0.025,797.6044399
818,0,-0.03,797.45948
819,0,-0.035,797.3852978
820,0,-0.04,796.8178272
821,0,-0.045,686.8390861
822,0,-0.05,598.3519058
823,0,-0.055,526.1231049
824,0,-0.06,465.8426551
825,0,-0.065,414.8775824
826,0,-0.07,371.1884331
827,0,-0.075,333.3125393
828,0,-0.08,300.403668
829,0,-0.085,300.1254547
830,0,-0.09,300.0897086
831,0,-0.095,300.0352543
832,0,-0.1,300
